"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","east coast","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"15",15,89.36,0.93,1,10,9,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"16",16,26.37,0.05,0.08,2,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"17",17,61.38,0.93,1,6,0,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"18",18,26.39,0.17,0.95,1,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"19",19,45.61,0,0,7,7,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"20",20,43.33,0.7,0,1,9,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"21",21,23.74,0,0.98,6,10,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"22",22,47.06,0.88,0.57,10,12,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"23",23,62.92,0.92,0.99,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"24",24,0,0.14,0,5,0,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"25",25,69.86,1,0.97,9,12,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"26",26,7.65,0.11,0.19,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"27",27,40.36,0.97,0.1,8,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"28",28,61.65,1,0.86,9,11,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"29",29,28.14,1,0.11,6,11,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"30",30,13.78,0.02,0,6,11,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"31",31,55.48,1,0.71,7,10,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"32",32,41.69,0.75,0.03,10,9,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"33",33,55.46,0.98,0.71,8,7,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"34",34,57.67,1,0.88,7,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"35",35,27.35,0,0.43,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"36",36,54.35,1,0.88,6,12,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"37",37,28.5,1,0.05,7,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"38",38,23.84,0.01,0.84,7,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"39",39,61.63,0.87,0.6,9,10,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"40",40,40.8,0.77,0.73,1,8,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"41",41,31.86,1,0.08,2,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"42",42,49.31,0.77,1,4,3,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"43",43,46.91,1,0.23,7,4,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"44",44,30.59,0.53,0.28,4,4,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"45",45,4.22,0,0.12,2,10,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"46",46,64.73,0.78,0.86,9,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"47",47,0,0,0.07,2,10,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"48",48,0,0,0.1,6,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"49",49,8.25,0.92,0,1,12,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"50",50,29.95,0.05,0.22,2,3,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"51",51,0,0,0,4,4,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"52",52,60.14,0.98,0.93,7,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"53",53,38.37,0.75,0.63,5,9,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"54",54,49.7,0.77,0.6,9,9,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"55",55,22.39,0.25,0.72,5,6,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"56",56,0,0,0,1,0,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"57",57,7.99,0.36,0.79,3,0,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"58",58,8.54,0.38,0.12,6,5,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"59",59,36.17,0.76,0.7,6,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"60",60,35.56,0.14,1,4,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"61",61,29.12,0.15,0.58,5,10,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"62",62,23.88,0.1,0.49,6,5,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",63,33.74,0.13,0.81,9,8,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,61,0.82,0.61,10,12,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"65",65,4.31,0.32,0,1,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"66",66,23.64,0.2,0,9,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"67",67,8.69,0.05,0.93,1,1,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"68",68,25.42,0.94,0,6,9,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"69",69,49.18,0.38,1,8,9,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"70",70,15.74,1,0,6,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"71",71,27.62,0.1,0,10,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"72",72,4.74,0,0.08,6,3,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"73",73,54.55,0.52,1,7,3,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"74",74,60.29,0.94,0.82,10,11,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",75,12.35,0.14,0,2,0,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"76",76,30.54,1,0.11,6,2,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,30.65,0.87,0,7,7,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"78",78,10.36,0.7,0,3,0,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"79",79,15,0.37,0.09,2,5,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"80",80,25.29,0.87,0,5,8,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"81",81,63.83,0.95,0.88,10,2,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"82",82,31.13,0.77,0.26,3,8,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"83",83,70.07,0.93,1,6,4,6,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"84",84,34.01,1,0.2,4,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"85",85,21.56,0.49,0.02,9,8,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"86",86,42.96,0.87,0.04,8,12,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"87",87,29.83,0.82,0,6,9,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"88",88,5.81,0.13,0.41,4,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"89",89,73.3,0.63,1,9,6,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"90",90,56.9,0.97,0.49,9,12,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"91",91,27.33,0.95,0.12,5,7,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"92",92,28.08,0.3,0.85,3,10,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"93",93,18.94,0.08,0,1,2,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"94",94,1.49,0.05,0.01,6,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"95",95,52.43,1,0.84,3,10,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"96",96,58.19,0.96,0.62,8,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"97",97,36.56,0.98,0.07,8,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"98",98,51.4,1,0.88,5,11,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"99",99,45.89,0.38,0.89,10,12,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"100",100,69.9,0.9,1,7,5,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"101",101,39.76,0.44,0.43,8,9,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"102",102,79.69,1,0.87,7,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"103",103,27.02,0,1,7,5,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"104",104,49.4,0.42,0.8,8,6,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"105",105,28.05,0.67,0.05,0,7,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"106",106,40.64,0.77,0.34,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"107",107,17.01,0.11,0.7,5,9,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"108",108,85,1,0.91,9,8,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"109",109,44.01,0,1,6,6,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"110",110,16.21,0.33,0.04,7,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"111",111,41.56,0.31,0.9,5,10,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"112",112,22.38,0,0.53,3,6,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"113",113,80.43,0.94,1,10,6,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"114",114,25.26,0,0.19,3,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"115",115,27.91,0.68,0,2,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"116",116,15.8,0.16,0,4,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"117",117,21.66,0,0,5,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"118",118,38.75,0.09,0.78,2,11,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"119",119,49.55,0.85,0.63,7,1,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"120",120,47.18,0.58,1,0,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"121",121,33.16,0,0.74,6,9,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"122",122,71.2,1,1,1,2,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"123",123,46.77,0,0.48,0,3,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"124",124,37.89,0.56,0.26,9,3,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"125",125,57.08,0.95,0.9,1,9,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,55.32,0.72,0.65,4,9,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,32.58,0,0.05,5,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,50.45,0.32,0,3,0,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,82.37,0.87,1,9,10,8,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,100,0,0.03,0,0,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,65.69,0.89,0.86,5,9,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,64.72,0.78,0.86,7,5,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,41.37,0.03,1,4,7,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,12.79,0,0.04,1,7,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,39.88,0.9,0.15,9,11,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,30.94,0.04,0.04,0,7,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,75.51,1,0.99,8,12,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,70.36,1,0.86,9,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,24.17,0,0,6,8,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,39.96,1,0.09,7,11,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,8.22,0,0.92,0,5,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,15,0,0,3,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,62.92,0.98,0.98,8,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,58.19,0.88,0.81,8,10,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,50.7,0.72,0.78,2,11,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,36.57,0.07,0.87,8,7,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,29.06,0.05,0.96,4,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,20.87,0,0.62,1,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,48.59,0.5,1,3,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,22.77,0,0.98,2,11,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,49.65,1,0.57,5,12,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,44.46,0.09,0,4,1,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,55.74,0.04,0.27,5,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,39.6,0.99,0.09,7,2,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,50.34,0.95,0.01,8,8,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,52.26,0.96,0.01,10,9,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,42.71,0,1,3,10,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,49.05,0.19,0.02,5,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,38.02,0,0.64,5,4,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,28.8,0.18,0.89,5,3,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,23.52,0.22,0.46,7,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,41.59,0.98,0.15,9,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,27.07,0.39,1,3,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,63.05,0.71,0.99,8,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,0,0.37,0.07,4,2,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,33.37,0,1,8,11,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,0,0.16,0.38,3,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,0.5,0.17,0.26,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,0,0.42,0,3,6,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,44.48,1,0.75,7,11,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,72.23,0.99,1,5,2,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,66.03,1,0.97,0,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,28.59,0.91,0,7,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,24.6,0.02,1,1,9,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,16.49,0.26,0.39,5,0,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,50.37,0.93,0.79,8,6,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,14.11,0.81,0.07,3,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,51.93,0.78,0.89,0,7,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,30.54,0,0.17,1,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,70.43,1,1,4,10,7,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,36.96,0,0.01,5,8,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,68.75,1,1,6,10,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,56.38,0.62,0.79,6,5,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,37.29,0.53,0.02,7,11,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,58.46,1,0.16,9,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,36.8,1,0,4,5,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,36.92,0.56,0.31,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,23.26,0.27,0.01,8,0,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,18.58,0,0.66,3,5,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,81.71,1,1,8,11,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,36.03,0.95,0.62,0,3,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,36.26,0.26,1,0,5,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,29.62,0,0.06,8,8,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,61.37,0.84,1,3,10,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,20.16,0.38,0.04,6,8,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,41.17,0,0.86,2,12,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,64.64,1,0.9,9,12,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,27.81,0.1,0.15,4,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,52.32,1,0.72,5,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,34.25,0.28,0.03,4,5,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,69.26,0.78,1,6,12,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,68.24,1,0.68,10,10,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,35.57,0.56,0.02,6,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,29.73,0.42,0.26,7,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,18.67,0.43,0,3,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,41.28,0.81,0.13,8,8,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,22.12,1,0.1,6,5,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,36.77,0.2,0.04,4,12,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,0.26,0.39,0.02,4,4,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,20.66,0,0,3,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,45.23,0.62,1,0,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,40.3,0.26,1,5,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,0,0.2,0.15,0,5,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,38.44,1,0.59,7,2,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,15.35,0.04,0.9,0,6,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,23.22,0.2,0.98,6,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,15.83,0.99,0,8,2,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,0,0,0,0,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,0,0.12,0,3,10,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,76.02,1,1,8,10,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,0,0,0.02,0,4,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,21.36,0,1,4,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,0,0.15,0,7,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,13.72,0,0.93,6,11,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,17.14,0.2,0.02,6,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,32.6,0.5,0.97,3,11,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,34.5,0.08,0.96,8,11,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,81.8,1,1,10,10,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"229",229,37.08,1,0.12,10,5,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"230",230,0,0.06,0,2,0,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
