"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"55",55,31.47,0.21,0.69,5,6,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"56",56,45.11,0,0,0,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"57",57,38.01,0.48,0.79,3,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"58",58,30.05,0.32,0.11,5,6,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"59",59,59.25,0.95,0.66,8,3,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"60",60,22.82,0.33,0.81,3,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"61",61,22.94,0.16,0.65,3,7,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"62",62,33.5,0.22,0.47,6,6,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",63,16.3,0,0.85,8,9,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,69.86,0.98,0.92,9,11,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"65",65,10.2,0.26,0.01,0,1,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"66",66,24.18,0.42,0.08,9,6,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"67",67,19.04,0.01,0.94,2,0,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"68",68,20.83,1,0,5,10,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"69",69,69.43,0.99,0.95,8,9,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"70",70,13.73,1,0.13,5,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"71",71,5.23,0,0.13,9,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"72",72,7.77,0,0.02,8,2,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"73",73,21.17,0.21,0.95,7,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"74",74,68.42,0.85,1,10,11,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",75,0,0.04,0.15,3,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"76",76,4.94,1,0.12,4,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,27.91,0.84,0.01,7,8,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"78",78,0,0.63,0.07,3,0,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"79",79,16.84,0.7,0.11,1,6,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"80",80,23.82,0.67,0.12,6,8,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"81",81,68.3,1,0.81,10,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"82",82,47.2,0.93,0.12,4,7,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"83",83,68.58,0.68,1,6,3,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"84",84,48.79,0.98,0.43,2,5,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"85",85,25.54,0.32,0.04,8,9,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"86",86,52.06,0.98,0.05,8,12,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"87",87,35.63,0.97,0,5,10,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"88",88,37.62,0.71,0.24,4,5,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"89",89,96.23,0.96,1,10,7,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"90",90,65.34,0.88,0.49,10,10,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"91",91,43.21,0.83,0.41,4,8,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"92",92,82.96,0.8,1,3,9,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"93",93,66.47,0.32,0,0,1,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"94",94,24.01,0.05,0,7,2,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"95",95,47.92,0.91,0.68,4,11,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"96",96,69.49,0.95,0.86,8,3,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"97",97,48.63,0.92,0.1,9,3,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"98",98,71.51,0.96,0.98,3,11,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"99",99,35.09,0.2,0.67,9,12,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"100",100,72.07,0.86,1,7,6,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"101",101,17.62,0.44,0.27,8,9,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"102",102,79.38,1,1,8,7,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"103",103,39.69,0.07,1,8,6,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"104",104,52.46,0.98,0.65,8,6,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"105",105,32.77,0.82,0,0,8,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"106",106,18.07,0.43,0.81,0,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"107",107,19.14,0,0.96,4,10,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"108",108,79.12,0.86,1,9,8,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"109",109,4.66,0.09,0.84,6,6,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"110",110,1.25,0.12,0,8,0,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"111",111,31.33,0.25,0.88,5,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"112",112,42.51,0.04,0.32,3,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"113",113,77.86,0.85,1,10,5,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"114",114,38.01,0,0,4,6,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"115",115,25.4,0.91,0.06,1,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"116",116,28.05,0.39,0.01,2,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"117",117,29.63,0.12,0,6,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"118",118,45.5,0,0.81,4,11,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"119",119,52.92,0.93,0.79,6,1,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"120",120,61.42,0.64,1,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"121",121,19.5,0.08,0.87,7,8,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"122",122,67.81,0.91,1,1,2,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"123",123,8.89,0,0.16,0,4,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"124",124,27.18,1,0.17,8,4,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"125",125,42.64,0.96,0.53,0,9,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,41.66,0.56,0.51,4,8,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,25.38,0,0.15,6,6,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,0.73,0.43,0.01,4,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,69.02,0.91,0.87,10,9,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,89.24,0,0.2,0,1,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,75.64,0.98,1,4,8,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,59.98,0.85,0.71,7,5,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,44.04,0.15,1,4,7,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,0,0.12,0.16,4,8,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,44.94,1,0.03,8,10,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,34.96,0.17,0.05,0,6,7,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,81.81,1,1,9,12,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,90.9,1,1,10,4,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,9.64,0.13,0,5,9,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,30.72,0.97,0,8,11,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,1.31,0.13,0.89,0,4,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,13.03,0.06,0,3,5,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,60.11,1,0.94,8,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,67.09,0.85,1,8,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,56.14,0.59,1,3,10,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,32.17,0,0.86,6,7,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,34.31,0.09,1,3,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,5.59,0,0.77,1,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,38.81,0.52,0.94,2,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,35.27,0.02,0.99,2,11,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,50.52,1,0.7,6,12,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,4.61,0.17,0.17,2,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,20.75,0,0.28,5,3,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,38.26,0.89,0,7,2,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,36.35,0.82,0,8,9,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,38.51,0.71,0,8,9,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,33.02,0,1,4,11,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,17.16,0.28,0.03,6,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,28.99,0,0.87,5,5,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,50.06,0.68,0.84,7,3,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,52.41,0.19,1,8,5,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,39.39,0.85,0,9,11,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,53.15,0.87,0.91,4,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,81.19,1,0.98,9,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,18.76,0,0,3,2,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,32.82,0,0.94,7,10,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,16.45,0.05,0,1,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,44.03,0.39,0.66,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,13.9,0.33,0,3,5,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,35.03,0.87,0.36,7,11,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,61.38,0.94,0.93,5,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,73.01,1,1,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,44.37,0.76,0.15,6,9,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,34.62,0.08,0.89,0,8,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,33.52,0.63,0,4,2,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,40.63,0.75,0.68,7,5,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,37.19,1,0,3,1,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,63.93,0.75,1,0,5,4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,44.54,0,0.12,0,9,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,72.59,0.99,0.97,5,10,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,27.41,0.09,0,5,8,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,54.86,0.91,0.8,5,9,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,60.92,1,0.83,5,4,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,24.14,0.4,0.19,6,11,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,62.46,0.93,0.33,10,9,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,31.18,0.92,0.01,6,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,42.64,0.98,0.02,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,66.37,0,0,8,0,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,44.97,0.12,0.14,3,5,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,73.81,1,0.88,10,11,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,49.57,0.83,1,0,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,21.73,0.07,0.91,2,4,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,28.15,0,0,7,7,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,60.28,0.56,1,2,10,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,6.54,0.19,0,5,8,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,35.87,0,1,3,12,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,63.02,1,0.75,10,12,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,8.96,0.01,0.47,3,7,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,44.35,1,0.81,5,1,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,21.98,0.43,0.1,7,6,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,63.21,0.96,0.91,7,12,5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,75.89,1,0.79,9,10,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,23.97,0.42,0.12,8,4,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,36.13,0.06,0.22,6,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,26.85,0.86,0.04,1,6,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,39.92,0.48,0.36,8,7,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,34.95,0.87,0,7,4,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,24.2,0.01,0,5,12,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,27.31,0.55,0.06,3,3,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,10.01,0.11,0.01,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,43.98,0.53,0.97,0,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,12.9,0,0.92,6,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,12.72,0.42,0.18,0,6,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,65.88,0.99,1,7,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,10.99,0,0.49,1,7,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,4.62,0,0.91,6,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,29.97,1,0.04,9,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,0,0.07,0,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,7.9,0.39,0.19,3,11,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,65.95,0.91,1,7,9,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,21.21,0,0.11,0,5,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,34.14,0.01,1,3,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,27.05,0.67,0,7,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,30.03,0.09,1,6,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,38.57,0.25,0,7,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,63.39,1,1,3,11,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,51.18,0.23,0.99,8,10,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,79.22,0.96,1,10,8,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"229",229,46.37,0.97,0,10,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"230",230,70.6,0.05,0.2,2,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"231",231,44.79,0.9,0.4,4,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"232",232,46.29,0,0.03,7,12,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"233",233,36.81,0.42,0.78,5,10,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"234",234,80.15,0,0.07,0,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"235",235,70.03,0.93,1,5,9,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"236",236,73.04,1,1,5,12,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"237",237,27.83,0.5,0.15,5,11,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
