"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","east coast","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"125",125,61.71,1,1,0,10,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,58.02,0.88,0.47,4,9,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,16.84,0,0.11,5,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,7.5,0.14,0,3,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,67.83,0.94,0.86,10,8,8,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,21.61,0.05,0.77,0,0,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,52.66,0.81,0.69,6,7,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,71.33,0.63,1,7,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,45.31,0.27,1,5,8,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,25.38,0.14,0,2,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,38.34,1,0,9,11,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,28.91,0.01,0,0,8,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,68.77,1,0.95,8,12,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,82.56,1,1,8,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,17.91,0,0.04,6,9,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,37.05,1,0.11,6,9,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,28.39,0,1,0,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,35.04,0.06,0,2,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,51.11,1,0.49,8,4,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,68.28,0.97,0.92,9,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,51.62,0.69,0.95,1,12,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,35.46,0.1,0.96,7,5,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,21.95,0,1,4,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,14.01,0,0.39,1,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,26.56,0.51,0.74,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,25.96,0,1,3,12,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,15.67,0.48,0.2,5,11,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,0,0.54,0,4,1,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,0,0,0.49,5,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,34.67,0.67,0.67,7,2,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,30.85,1,0.01,7,9,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,39.08,0.99,0,10,9,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,33.64,0.36,1,3,10,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,0,0.23,0.1,5,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,0,0,0.51,5,5,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,23.68,0.38,1,4,3,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,29.18,0.03,0.71,8,6,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,45.78,1,0,9,9,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,57.24,0.73,1,4,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,69.09,0.85,0.97,8,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,0,0.19,0.08,3,2,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,37.2,0.25,0.9,9,11,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,26.76,0,0.4,4,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,29.98,0.17,0.02,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,25.97,0.62,0,3,5,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,52.42,1,0.77,7,11,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,59.53,1,0.91,4,3,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,50,0.52,1,2,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,31.74,0.92,0.13,6,5,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,0,0.07,0.88,1,10,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,4.37,0.31,0.05,5,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,51.21,1,0.71,7,5,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,24.17,0.82,0.31,3,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,21.45,0.42,0.65,1,7,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,6.4,0.3,0.53,0,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,65.34,0.99,1,2,10,7,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,8.92,0,0.14,4,7,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,61.76,1,0.98,7,9,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,34.8,0.45,0.69,7,6,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,31.39,0.69,0.45,7,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,54.45,0.82,0.43,8,7,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,23.61,0.85,0,5,5,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,8.88,0.08,0.47,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,5.31,0.58,0,6,0,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,26.14,0,0.2,3,5,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,70.35,0.96,1,8,11,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,28.93,0.96,0.47,0,3,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,26.66,0.19,1,2,4,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,25.34,0,0,8,8,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,65.13,1,1,2,9,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,26.75,0.61,0,4,8,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,23.35,0.03,0.9,4,12,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,77.38,1,0.99,10,12,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,14.7,0.16,0,4,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,23.49,1,0.2,6,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,27.51,0.03,0.3,5,5,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,71.86,0.7,1,5,10,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,77.4,1,0.85,10,9,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,30.48,0.18,0,4,2,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,25.83,0.59,0.22,6,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,23.39,0.76,0.04,3,5,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,28.49,0.54,0.21,10,7,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,22,0.87,0,7,6,6,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,3.47,0,0.02,4,12,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,0,0.24,0,3,4,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,4.54,0,0,5,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,45.18,0.77,0.89,0,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,37.39,0.11,0.97,6,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,25.64,0.16,0.07,0,5,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,29.68,0.97,0.16,6,2,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,30.16,0,0.95,0,6,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,27.24,0.07,1,7,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,29.51,0.85,0,6,2,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,0,0.21,0,0,0,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,2.05,0,0,4,10,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,76.4,0.95,1,9,11,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,1.11,0,0,0,4,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,24.94,0,1,5,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,15.65,0.09,0.17,6,1,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,35.14,0.34,1,5,11,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,9.69,0.11,0,5,3,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,27.3,0.29,0.97,4,11,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,27.96,0,1,6,12,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,72.21,1,0.99,8,11,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"229",229,37.38,1,0,10,9,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"230",230,0,0,0.02,1,0,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
