"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"59",59,47.98,0.99,0.51,7,4,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"60",60,16.51,0,0.92,3,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"61",61,35.54,0.02,0.04,7,8,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"62",62,41.19,0.2,0,8,5,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",63,35.1,0,0,7,10,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,67.7,0.73,0.58,8,10,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"65",65,48.9,0.41,0,0,4,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"66",66,78.04,0.96,0.9,10,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"67",67,29.74,0.05,1,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"68",68,41.53,1,0.02,4,11,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"69",69,77.78,0.89,1,10,9,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"70",70,59.16,1,0.66,5,1,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"71",71,34.33,0.12,0,9,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"72",72,22.17,0,0,7,0,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"73",73,14.18,0.06,0.58,7,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"74",74,77.07,1,1,10,12,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",75,21.9,0.62,0.48,3,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"76",76,27.36,0.38,0,7,3,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,34.64,1,0,8,7,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"78",78,32.41,1,0.05,7,4,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"79",79,27.86,0.32,0.15,3,5,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"80",80,3.71,0,0.03,5,5,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"81",81,54.23,0.92,0.72,10,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"82",82,40.17,0.96,0,4,4,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"83",83,64.94,1,0.98,4,7,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"84",84,35.75,0.75,0.05,1,4,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"85",85,21.76,0.06,0.25,8,9,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"86",86,51.05,0.97,0.33,10,12,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"87",87,24.59,0.78,0.16,4,8,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"88",88,64.97,1,0.95,3,4,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"89",89,62.82,0.74,0.76,9,7,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"90",90,66.6,0.85,0.73,10,9,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"91",91,38.43,0.9,0.72,3,9,6,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"92",92,68.75,0.98,0.83,3,7,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"93",93,22.03,0.69,0.11,2,2,6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"94",94,0,0.38,0.04,5,1,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"95",95,44.86,1,0.34,4,12,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"96",96,77.09,1,1,5,4,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"97",97,38.25,1,0,7,2,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"98",98,56.36,0.76,0.85,1,10,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"99",99,28.83,0,0,10,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"100",100,56.53,0.98,0.81,9,8,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"101",101,25.87,0,0,8,9,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"102",102,84.52,1,1,7,6,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"103",103,25.06,0.19,0.51,7,8,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"104",104,53.37,1,0.64,8,10,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"105",105,52.46,0.76,0.19,0,7,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"106",106,36.68,0.83,0.38,2,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"107",107,36.61,0.26,1,3,10,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"108",108,37.47,0.17,0.96,8,7,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"109",109,25.76,0.04,0.43,8,5,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"110",110,22,0.42,0.01,6,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"111",111,43.77,0.08,0.73,5,7,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"112",112,45.8,0.05,0.3,4,10,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"113",113,79.56,0.98,0.97,9,3,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"114",114,39.46,0.03,0,3,6,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"115",115,34.91,0.5,0.2,2,3,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"116",116,35.14,0,0.15,1,3,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"117",117,38.8,0,0.13,7,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"118",118,51.11,0,1,5,10,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"119",119,40.74,0.85,0.25,9,0,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"120",120,57.57,1,0.78,0,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"121",121,3.53,0.01,1,4,10,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"122",122,64.7,0.99,0.91,2,3,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"123",123,11.59,0.09,0.22,0,0,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"124",124,55.23,0.74,0.79,9,2,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"125",125,30.74,1,0,2,10,6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,58.7,0.81,0.84,7,9,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,23.56,0,0.05,5,6,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,21.83,0.43,0,4,4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,86.4,1,0.97,10,9,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,0,0,0.53,0,0,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,70.93,1,1,5,10,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,32.39,0.1,0.93,7,7,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,24.93,0.04,1,1,8,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,5.68,0.07,0.18,2,8,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,34.69,0.89,0.24,8,10,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,0,0.35,0.25,0,4,7,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,54.85,0.86,0.76,9,9,4,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,51.84,0.84,0.67,8,7,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,15.4,0.86,0.06,5,8,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,29.73,1,0.05,10,11,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,19.58,0.14,0.08,3,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,38.97,0.65,0,5,6,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,48.32,0.34,1,9,2,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,55.42,1,0.83,5,9,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,12.09,0.01,0.95,5,10,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,46.53,0.15,1,8,6,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,29.54,0.31,0.68,1,6,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,28.96,0.07,1,3,4,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,0,0.19,0.07,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,22.51,0,0.85,3,11,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,47.8,1,0.15,8,11,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,41.03,0.56,0.69,4,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,29,0.28,0.03,8,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,38.69,1,0,8,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,40.47,0.68,0,8,12,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,39.86,0.97,0,6,9,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,25.55,0,1,2,12,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,37,0.24,0.35,4,3,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,42.12,0.21,1,7,7,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,49.34,0,0.03,8,5,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,33.96,0,0.94,6,7,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,30.64,0.12,0,9,10,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,23.41,0,1,1,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,65.97,0.96,0.88,10,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,0,0,0.12,4,2,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,16.17,0,0.89,6,8,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,17.59,0.52,0,2,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,55.25,1,0.91,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,25.27,1,0.01,4,7,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,23.95,1,0,5,11,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,58.22,1,0.83,6,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,54.26,0.98,0.89,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,30.35,0.37,0.65,9,8,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,27.51,0.05,1,3,6,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,21.21,0.44,0.09,2,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,30.12,0.13,0.96,7,3,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,17.92,1,0,5,1,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,65.76,0.99,1,2,3,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,4.8,0.04,0.58,0,7,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,62.14,0.7,1,5,10,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,20.4,0.33,0.02,2,5,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,20.62,1,0.02,6,9,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,60.16,0.81,1,1,4,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,7.32,0.23,0,5,12,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,50.01,0.8,0,10,10,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,37.11,0.9,0,8,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,30.7,0.91,0.09,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,27.76,0.13,0.13,9,5,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,33.23,0.13,0,4,8,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,63.49,0.94,0.88,10,12,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,59.44,1,1,0,2,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,36.55,0.31,0.13,3,6,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,33.4,0.26,0.08,8,7,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,57.45,0.97,0.76,4,10,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,32.49,0.22,0.08,6,8,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,44.22,0.05,1,4,12,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,74.58,0.81,1,10,12,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,48.82,0.27,1,1,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,39.8,1,0.77,2,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,28.15,0.09,0.05,6,6,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,71.11,0.89,1,7,12,5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,64.64,1,0.8,10,12,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,16.33,0.01,0.07,10,7,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,21.83,0,0.07,4,0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,9.57,1,0,1,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,24.59,1,0,5,9,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,21.06,1,0.07,6,6,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,8.55,0.19,0.06,5,12,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,8.3,0.97,0.09,0,3,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,0,0.05,0.14,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,35.13,0,1,0,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,34.5,0.16,0.7,2,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,37.62,0.9,0,0,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,59.03,1,0.81,7,3,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,41.91,0,0,4,4,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,33.61,0.22,0.1,3,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,29.27,0.95,0,8,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,36.86,0,0,1,3,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,21.27,0.41,0.12,4,6,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,47.65,1,0.41,4,10,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,2.24,0,0.7,0,5,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,7.92,0.07,0.98,3,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,37.11,1,0.06,4,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,26.14,0,1,6,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,21.74,0.22,0.12,7,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,64.32,1,1,5,11,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,18.21,0,0.86,6,10,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,54.07,0.85,0.83,9,6,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"229",229,24.2,0.87,0,8,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"230",230,9.33,0,0.12,2,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"231",231,27.7,1,0.12,6,11,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"232",232,14.94,0,0.08,5,11,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"233",233,37.14,0.28,0.99,7,12,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"234",234,6.22,0.11,0,1,1,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"235",235,67.08,0.86,1,5,11,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"236",236,73.03,1,1,6,12,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"237",237,28.21,0.6,0.62,4,12,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"238",238,22.88,0,0.25,7,8,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
