"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"51",51,22.81,0,0,2,5,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"52",52,57.78,0.64,1,4,2,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"53",53,32.74,0.27,0.8,7,10,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"54",54,77.04,1,1,9,9,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"55",55,40.26,0.05,1,7,5,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"56",56,0,0.24,0.01,1,0,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"57",57,11.53,0.48,0.66,2,0,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"58",58,14.34,0.27,0,6,6,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"59",59,53.4,0.92,0.74,8,4,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"60",60,22.24,0.01,1,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"61",61,16.41,0,0.13,6,8,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"62",62,17.94,0.09,0.06,7,5,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",63,12.36,0,0.39,7,9,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,47.01,0.86,0.19,9,9,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"65",65,0,0.54,0.4,0,1,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"66",66,65.61,0.87,0.95,10,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"67",67,11.68,0,1,0,1,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"68",68,5.64,0.95,0.06,4,12,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"69",69,69.16,1,1,9,10,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"70",70,30.3,1,0.25,5,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"71",71,23.62,0,0,9,4,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"72",72,15.35,0,0,7,1,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"73",73,9.2,0.05,0.39,6,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"74",74,72.13,0.96,0.99,10,12,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",75,3.66,0.14,0.28,4,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"76",76,23.03,0.61,0,6,2,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,31.54,1,0.03,6,7,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"78",78,25.78,1,0.06,5,3,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"79",79,15.37,0.49,0.06,3,6,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"80",80,0,0,0.02,4,7,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"81",81,62.27,0.89,0.84,9,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"82",82,33.46,1,0,4,5,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"83",83,59.98,0.75,0.91,6,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"84",84,30.15,0.75,0,2,5,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"85",85,32.47,0.08,0.1,8,8,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"86",86,41.42,0.29,0.17,9,12,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"87",87,37.21,0.89,0.05,5,8,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"88",88,54.37,0.93,0.49,2,6,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"89",89,69.68,0.92,0.59,10,7,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"90",90,54.85,0.68,0.34,10,9,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"91",91,33.23,0.79,0.19,3,10,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"92",92,57.97,0.87,0.86,4,9,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"93",93,33.73,0.89,0,2,2,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"94",94,38.49,0.4,0,5,1,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"95",95,40.37,1,0.36,4,12,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"96",96,81.89,1,1,5,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"97",97,46.25,1,0,7,3,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"98",98,48.67,0.71,1,1,11,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"99",99,45.98,0,0,10,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"100",100,57.02,0.57,0.94,8,8,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"101",101,1.92,0,0.06,7,10,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"102",102,67.07,0.86,0.94,8,6,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"103",103,17.77,0.13,0.92,7,7,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"104",104,51.52,0.92,0.59,9,9,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"105",105,6.22,0.84,0.03,0,8,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"106",106,27.98,1,0.51,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"107",107,21.55,0.35,0.78,3,11,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"108",108,46,0.22,1,9,5,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"109",109,8.76,0.02,0.69,6,4,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"110",110,6.9,0.23,0.09,7,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"111",111,37.4,0.39,0.81,5,8,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"112",112,13.88,0.08,0.15,4,10,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"113",113,66.6,0.9,0.83,10,4,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"114",114,22.79,0.02,0,4,5,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"115",115,23.48,0.62,0.04,2,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"116",116,33.66,0,0.3,2,3,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"117",117,42.56,0,0,7,5,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"118",118,44.47,0.01,1,5,11,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"119",119,43.91,0.83,0.65,8,0,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"120",120,54.68,1,0.83,1,3,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"121",121,30.67,0,0.99,6,9,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"122",122,67.4,0.96,1,1,4,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"123",123,0,0.15,0.06,1,1,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"124",124,45.66,0.96,0.62,8,2,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"125",125,23.79,1,0,1,9,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,61.15,0.62,0.97,6,9,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,0.57,0,0,4,6,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,10.23,0.08,0.03,3,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,78.16,0.89,0.98,10,10,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,0,0,0.37,0,0,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,69.35,1,0.87,4,10,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,37.14,0.16,0.8,7,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,33.62,0.15,0.97,2,7,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,23.02,0.05,0,2,7,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,41.87,1,0.04,8,10,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,26,0.12,0.11,1,4,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,59.43,1,0.77,9,11,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,85.03,0.95,0.94,9,6,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,33.14,0.87,0.02,4,8,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,45.05,1,0,9,11,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,28.66,0,0,1,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,31.93,0.43,0,4,5,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,45.7,0.75,0.88,9,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,46.24,0.97,0.76,5,11,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,33.64,0.05,1,6,10,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,38.36,0.04,0.91,8,7,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,23.76,0.14,0.96,3,7,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,0,0.08,0.9,3,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,0,0.24,0.55,1,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,29.19,0.07,0.99,2,12,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,40.83,0.89,0.13,7,12,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,30.76,0.4,0.48,3,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,12.56,0.19,0.05,7,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,26.27,0.9,0,7,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,31.55,0.26,0,9,11,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,30.3,0.66,0,7,10,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,37.24,0.16,0.98,2,12,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,18.39,0.27,0.22,4,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,25.49,0.08,1,5,7,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,30.71,0.34,0.02,8,4,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,51,0,1,7,6,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,46.15,0.11,0,10,10,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,47.3,0.08,1,1,2,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,70.24,1,0.92,9,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,66.57,0,0,4,1,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,40.7,0.11,0.79,6,9,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,43.49,0.43,0.01,2,7,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,64.21,0.94,0.94,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,42.36,0.98,0,3,6,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,43.65,0.96,0.48,7,10,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,72.46,0.85,1,4,4,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,56.56,1,0.88,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,40.57,0.36,0.79,9,8,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,26.57,0,0.85,2,7,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,18.08,0.54,0.13,3,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,33.95,0,1,7,4,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,42.17,1,0,5,1,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,56.99,0.81,1,0,4,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,20.31,0,0.12,0,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,72.94,0.83,1,6,9,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,8.9,0.35,0.01,4,7,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,26.4,1,0.5,5,11,6,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,60.21,1,0.86,3,4,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,6.92,0.33,0,5,12,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,47.7,0.88,0.22,10,12,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,30.94,0.91,0,8,6,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,30.91,1,0.05,3,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,0,0.18,0.07,6,3,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,0,0,0,3,9,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,76.7,1,1,10,12,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,68.87,1,1,0,2,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,57.97,0.32,0.35,3,6,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,55.27,0.02,0,7,7,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,54.17,0.51,0.83,2,9,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,55.65,0.21,0,7,9,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,45.93,0,0.94,4,11,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,84.44,0.94,1,10,12,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,44.19,0,1,2,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,55.96,0.73,0.86,3,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,44.58,0,0.08,5,5,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,57.18,0.88,0.93,6,12,5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,64.66,0.91,0.82,10,11,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,6.61,0,0,9,6,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,0,0,0.54,4,1,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,11.34,1,0,0,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,24.02,0.96,0.01,7,10,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,18.46,1,0.04,7,6,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,16.47,0.05,0.08,6,12,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,8.83,0.73,0,1,4,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,0,0.11,0.23,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,33.61,0,1,0,3,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,33.02,0,0.95,4,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,38.73,1,0.05,0,5,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,71.46,1,0.99,5,2,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,30.91,0.02,0.43,2,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,43.78,0.17,0.2,4,6,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,34.82,1,0,7,1,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,20.24,0,0.06,1,2,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,26.17,0.55,0.07,4,8,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,54.63,0.96,0.67,4,11,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,0,0,0.86,1,4,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,0,0,1,3,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,3.95,1,0,4,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,19.6,0,0.97,6,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,0.94,0.36,0.23,6,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,56.4,1,1,4,10,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,18.71,0.06,0.93,7,10,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,58.43,0.94,0.92,9,6,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"229",229,27.01,0.92,0,9,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"230",230,0,0.04,0,2,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"231",231,40.17,1,0.41,6,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"232",232,22.11,0,0.08,6,11,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"233",233,36.24,0.21,1,7,11,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"234",234,12.96,0.28,0.2,1,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"235",235,67.99,0.85,1,5,11,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"236",236,68.91,0.88,1,5,12,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"237",237,31.08,0.32,0.71,4,11,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"238",238,29.86,0,0.26,8,9,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
