"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","east coast","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"34",34,67.24,1,1,8,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"35",35,10.74,0.04,0.55,0,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"36",36,58.41,0.95,0.94,7,11,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"37",37,33.32,1,0.05,9,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"38",38,34.95,0.3,0.5,8,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"39",39,64.29,0.54,0.93,10,10,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"40",40,36.57,0.15,0.68,1,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"41",41,39.19,1,0.33,4,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"42",42,5.04,0.7,0.25,4,3,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"43",43,42.56,0.88,0.63,4,5,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"44",44,0.34,0,0.63,2,1,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"45",45,16.64,0,0.27,5,7,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"46",46,56.02,0.81,0.85,9,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"47",47,6.85,0.01,0,4,6,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"48",48,13.71,0,0.04,6,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"49",49,41.24,1,0.67,1,11,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"50",50,0,0.39,0,1,1,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"51",51,13.72,0.01,0.02,4,4,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"52",52,38.04,0.92,0.43,5,3,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"53",53,37.06,0.47,0.4,3,10,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"54",54,50.09,1,0.57,9,6,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"55",55,35.15,0.48,0.45,6,7,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"56",56,0,0.67,0.03,3,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"57",57,31.28,0.2,0.91,1,1,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"58",58,36.08,0.64,0,6,7,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"59",59,38.21,0.34,0.66,4,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"60",60,63.2,0.72,1,6,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"61",61,42.65,0.19,1,2,7,3,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"62",62,48.43,0.27,0.77,4,5,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",63,26.27,0,0.54,7,11,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,57.19,0.66,0.61,10,12,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"65",65,30.55,0.91,0.25,4,1,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"66",66,40.94,0.19,0.61,7,7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"67",67,38.13,0.24,0.32,2,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"68",68,38.73,1,0.09,5,10,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"69",69,49.06,1,0.48,6,8,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"70",70,27.88,1,0.07,5,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"71",71,15.65,0,0.24,9,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"72",72,28.31,0.58,0.28,5,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"73",73,37.58,0.34,0.96,8,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"74",74,55.27,0.97,0.34,10,10,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",75,5.85,0.66,0.42,2,0,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"76",76,0,0.62,0.04,5,0,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,37.37,0.72,0,9,9,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"78",78,29.03,0.75,0,2,2,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"79",79,8.82,0,0,2,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"80",80,34.45,0.66,0.54,5,7,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"81",81,73.03,0.95,1,8,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"82",82,61.3,1,0.75,4,6,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"83",83,60.97,0.89,0.72,7,5,6,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"84",84,33.06,0.44,0.57,3,5,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"85",85,36.01,0.72,0.27,8,11,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"86",86,49.75,0.66,0,10,12,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"87",87,41.93,0.41,0.67,7,6,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"88",88,28.72,0,0.19,3,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"89",89,77.49,0.84,1,7,6,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"90",90,74.77,1,0.94,8,10,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"91",91,30.76,0.84,0.05,8,6,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"92",92,50.72,0.68,0.9,3,12,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"93",93,14.29,0,0.02,0,0,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"94",94,53.28,0.85,0.58,8,3,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"95",95,57.08,0.97,0.81,4,10,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"96",96,65.72,0.79,0.71,8,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"97",97,57.1,0.97,0.32,7,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"98",98,49.94,0.89,0.73,8,11,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"99",99,45.4,0.45,0.71,8,10,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"100",100,65.43,0.95,0.79,9,6,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"101",101,40.96,0.59,0.31,9,5,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"102",102,66.21,1,0.57,9,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"103",103,17.73,0.62,0.52,6,3,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"104",104,51.51,0.65,0.7,9,8,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"105",105,25.67,0.75,0.45,1,3,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"106",106,14.2,0.3,0.29,2,0,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"107",107,9.65,0,0.77,4,10,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"108",108,85.21,0.92,1,8,10,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"109",109,0,0,0.48,4,5,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"110",110,0.41,0.1,0.16,6,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"111",111,18.16,0.11,0.48,6,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"112",112,0,0.03,0.32,4,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"113",113,56.59,1,0.73,10,7,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"114",114,16.91,0.15,0.43,4,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"115",115,6.17,0.24,0.14,2,5,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"116",116,25.21,0,0.17,3,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"117",117,0,0,0.08,2,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"118",118,42.68,0,1,0,9,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"119",119,30.45,0.82,0.44,7,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"120",120,8.3,0,0.68,0,3,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"121",121,38.15,0.16,1,4,7,3,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"122",122,69.38,0.69,1,3,3,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"123",123,38.24,0,0.43,0,2,5,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"124",124,38.44,0.66,0.11,9,5,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"125",125,55.1,1,0.81,2,9,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,61.56,0.83,0.86,6,11,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,31.84,0.36,0.1,4,7,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,34.38,0,0,2,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,74.76,0.96,0.95,9,10,8,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,41.81,0.22,0,0,2,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,29.48,0.33,0.67,5,9,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,36.04,0.38,0.69,8,4,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,57.67,0.87,0.94,4,10,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,5.57,0.11,0,2,6,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,32.87,0.83,0,10,9,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,1.06,0.03,0.33,0,8,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,76.61,0.97,1,7,10,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,69.71,1,0.93,8,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,13.26,0.07,0.11,5,9,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,31.88,0.59,0.18,9,8,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,0,0.01,0.65,0,7,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,12.89,0,0,6,4,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,32.96,0.91,0.09,9,4,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,70.46,0.82,1,10,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,15.91,0.49,0.47,4,10,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,44.58,0.4,1,5,6,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,0,0.08,0.64,2,10,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,2.48,0.21,0.27,2,4,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,6.41,0.61,0.72,3,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,10.25,0,0.75,4,12,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,28.64,0.5,0.52,5,9,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,21.16,0.74,0,3,1,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,24.12,0.12,0.06,3,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,40.08,0.61,0.13,5,4,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,28.36,0.68,0.2,7,10,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,46.54,1,0,10,10,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,32.72,0.32,0.75,5,9,5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,43.25,0.42,0.08,3,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,35.87,0.14,0.65,3,3,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,26.58,0.66,0.57,3,1,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,37.54,0.16,0.81,7,5,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,52.48,1,0.34,10,8,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,63.89,0.85,1,4,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,34.34,0.5,0.79,6,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,13.43,0.71,0,3,0,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,42.62,0.18,0.69,8,11,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,10.67,0,0.79,4,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,21.24,0,0.29,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,35.93,0.24,0,3,5,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,51.21,0.51,0.95,8,10,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,52.55,1,0.45,6,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,44.64,0.34,1,2,7,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,41.06,0.84,0.58,6,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,15.36,0.06,0.94,0,11,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,30.06,0.04,0,6,1,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,49.58,0.95,0.35,7,7,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,36.49,0.88,0.34,3,2,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,27.48,0.33,0.68,1,9,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,41.22,0.11,0.6,0,7,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,69.39,1,0.97,2,9,7,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,15.21,0,0.02,5,8,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,49.82,1,0.79,5,8,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,63.34,0.59,0.99,5,7,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,20.7,0.42,0.42,7,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,51.35,1,0.35,7,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,0,0.1,0.09,4,5,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,21.67,0,0.95,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,13.58,0.97,0,6,1,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,15.55,0,0,4,3,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,71.6,1,1,7,10,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,27.81,0.99,0.42,0,2,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,16.72,0.31,0.82,0,5,6,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,23.25,0.28,0.26,8,8,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,28.57,0.53,0.4,5,10,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,8.67,0.5,0,2,7,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,29.75,0.4,0.9,3,11,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,60.39,0.84,0.94,7,11,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,0,0.24,0,3,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,17.29,0.98,0.08,4,1,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,25.66,0,0,7,4,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,43.55,0.41,0.83,8,11,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,90.23,1,1,10,7,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,37.11,0.58,0.3,7,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,45.99,0.65,0.85,4,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,24.58,0.4,0.5,5,6,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,56.06,0.99,0.25,10,6,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,39.85,0.82,0.11,9,8,6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,24.68,0,0,2,10,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,3.85,0.27,0.54,3,1,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,9.12,0.32,0,5,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,62.52,0.68,1,2,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,48.52,0.53,0.64,4,3,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,14.71,0.15,0.05,0,8,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,30.52,0.66,0.24,4,1,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,38.8,0,0.81,1,5,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,29.13,0.34,0.72,6,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,31.7,0.78,0,6,2,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,24.35,0.39,0,0,0,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,38.17,0.31,0,5,10,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,62.66,0.45,0.96,8,9,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,0,0,0.18,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,0,0.37,0.53,6,3,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,0,0,0.04,5,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,28.37,0.39,1,3,8,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,0.7,0,0.7,3,4,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,55.69,0.96,0.93,7,8,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,18.08,0.29,0.81,6,12,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,56.1,0.81,1,7,12,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
