"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"33",33,61.58,0.71,1,8,7,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"34",34,53.78,0.98,0.76,8,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"35",35,24.08,0,0.98,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"36",36,78.06,1,1,4,10,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"37",37,37.81,1,0.55,5,8,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"38",38,42.36,0,1,8,4,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"39",39,47.35,0.95,0.55,6,12,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"40",40,38.07,1,0.42,1,7,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"41",41,31.99,0.97,0,2,9,6,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"42",42,22.9,0,0.86,4,4,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"43",43,49.57,0.92,0.41,8,5,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"44",44,34.45,0.84,0.4,5,3,5,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"45",45,21.78,0,0.34,2,12,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"46",46,71.33,0.92,1,7,9,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"47",47,14.46,0,0,2,12,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"48",48,14.09,0.01,0.81,9,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"49",49,23.01,0.38,0,0,12,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"50",50,29.35,0,0,3,3,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"51",51,19.99,0,0.08,4,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"52",52,57.25,0.71,1,5,1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"53",53,40.16,0.32,0.92,7,11,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"54",54,57.72,1,0.61,9,9,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"55",55,23.75,0,0.72,6,5,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"56",56,6.75,0,0.11,0,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"57",57,0,0.31,0.71,3,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"58",58,18.21,0.16,0,6,5,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"59",59,62.46,0.84,0.97,7,2,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"60",60,4,0,0.84,3,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"61",61,13.14,0,0.44,4,6,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"62",62,25.63,0,0.01,6,5,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",63,8.13,0,0.36,6,10,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"64",64,59.37,0.9,0.67,9,10,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"65",65,0,0.42,0.16,0,0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"66",66,40.42,0.64,0.37,10,7,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"67",67,0,0.01,0.86,1,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"68",68,13.45,1,0,5,12,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"69",69,68.6,0.93,1,9,10,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"70",70,25.19,1,0.44,5,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"71",71,26.14,0,0,9,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"72",72,22.34,0.03,0.03,7,2,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"73",73,21.75,0,0.73,7,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"74",74,77.06,1,1,10,12,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",75,32,0,0.34,4,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"76",76,30.16,0.9,0,6,2,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"77",77,37.01,1,0,7,8,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"78",78,33.82,1,0,4,1,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"79",79,21.9,0.7,0,3,5,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"80",80,22.95,0.28,0,5,7,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"81",81,63.97,0.98,0.6,10,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"82",82,41.76,0.86,0.04,4,7,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"83",83,49.21,0.45,1,6,4,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"84",84,43.11,0.83,0.14,2,6,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"85",85,16.22,0.02,0.1,8,8,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"86",86,46.93,0.88,0.06,8,11,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"87",87,32.65,0.99,0,5,10,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"88",88,38.69,1,0.43,2,5,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"89",89,72.29,0.93,0.91,9,6,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"90",90,60.22,0.92,0.38,9,10,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"91",91,24.71,1,0.23,3,9,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"92",92,72.18,0.96,1,2,8,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"93",93,15.73,0.59,0.17,1,2,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"94",94,38.54,0.32,0.03,5,2,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"95",95,29.44,1,0.21,4,12,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"96",96,63.05,1,0.87,6,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"97",97,23.85,1,0,8,2,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"98",98,61.5,0.94,0.99,2,12,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"99",99,24.28,0.08,0.39,10,12,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"100",100,68.22,0.72,1,9,7,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"101",101,18.27,0.37,0,9,9,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"102",102,68.27,1,0.87,8,5,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"103",103,41.42,0.28,0.96,7,6,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"104",104,62.25,1,0.79,9,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"105",105,33.68,0.52,0,0,9,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"106",106,34.21,0.75,0.53,0,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"107",107,13.09,0.07,0.85,3,12,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"108",108,60.5,0.54,0.99,8,6,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"109",109,7.44,0,0.82,7,5,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"110",110,24.91,0.12,0,7,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"111",111,40.11,0.25,0.97,6,8,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"112",112,19.63,0.04,0.27,3,9,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"113",113,76.59,1,1,10,5,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"114",114,24.25,0,0,3,4,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"115",115,19.03,0.65,0,1,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"116",116,53.29,0,0.12,3,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"117",117,40.24,0,0,6,4,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"118",118,36.01,0,1,4,11,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"119",119,46.65,0.87,0.76,8,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"120",120,48.78,0.62,0.82,2,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"121",121,19.84,0,0.99,6,8,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"122",122,63.33,1,1,0,3,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"123",123,0,0.06,0,0,2,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"124",124,31.78,1,0.28,10,4,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"125",125,28.7,0.97,0.43,0,9,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"126",126,46.03,0.59,0.93,4,9,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"127",127,8.34,0,0.04,6,6,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"128",128,0,0,0,3,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"129",129,71,1,1,8,9,8,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"130",130,5.3,0.06,0.47,0,2,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"131",131,74.58,0.96,0.96,4,9,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"132",132,51.36,0.42,0.8,8,6,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"133",133,48.49,0.21,1,3,7,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"134",134,19.71,0.29,0.03,3,8,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"135",135,40.27,0.84,0.25,6,11,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"136",136,23.39,0.08,0,2,4,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"137",137,80.3,1,0.98,9,11,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"138",138,83.59,0.96,0.93,9,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"139",139,24.07,0.68,0,4,9,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"140",140,44.24,1,0.05,9,12,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"141",141,0,0.19,0.65,1,4,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"142",142,32.4,0.09,0,3,6,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"143",143,66.14,1,0.9,8,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"144",144,58.79,1,0.79,6,10,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"145",145,59.17,0.54,0.98,6,9,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"146",146,38.88,0.02,1,7,7,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"147",147,39.23,0,0.99,4,6,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"148",148,23.23,0.07,0.72,3,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"149",149,24.17,0.5,0.71,2,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"150",150,30.22,0.02,1,2,12,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"151",151,42.58,1,0,6,12,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"152",152,70.93,0.08,0.32,3,0,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"153",153,40.19,0.16,0.19,6,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"154",154,29.26,0.97,0,6,0,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"155",155,44.03,0.51,0.01,8,10,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"156",156,39.55,0.57,0,7,11,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"157",157,56.33,0,0.96,3,11,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"158",158,46.51,0.49,0.06,5,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"159",159,48.46,0,1,4,6,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"160",160,59.33,0.68,0.59,9,4,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"161",161,47,0.28,1,8,5,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"162",162,40.02,0.67,0.04,9,10,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"163",163,30.95,0.62,0.76,2,2,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"164",164,77.86,0.98,1,9,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"165",165,16.14,0,0,4,0,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"166",166,25.95,0,0.71,7,10,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"167",167,7.87,0.35,0,2,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"168",168,45.63,1,0.56,2,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"169",169,23.13,0.97,0.12,2,7,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"170",170,30.92,0.99,0.26,7,11,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"171",171,53.93,1,0.81,5,3,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"172",172,63.83,1,0.98,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"173",173,44.54,0.86,0.52,7,7,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"174",174,31.53,0,0.87,0,8,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"175",175,4.67,0.41,0,4,2,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"176",176,28.88,0,0.88,8,5,5,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"177",177,27.69,0.85,0,3,1,4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"178",178,32.09,0.4,1,1,5,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"179",179,2.87,0,0.32,0,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"180",180,73.76,0.95,1,6,9,7,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"181",181,19.95,0.33,0,4,8,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"182",182,39.76,0.96,0.8,5,10,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"183",183,55.21,0.99,0.59,4,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"184",184,29.39,0.71,0.14,6,12,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"185",185,51.07,0.9,0.11,10,12,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"186",186,34.67,0.94,0,8,5,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"187",187,24.86,1,0.01,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"188",188,6.1,0.05,0,7,2,5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"189",189,9.63,0,0,3,8,5,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"190",190,80.63,1,0.97,10,10,6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"191",191,58.25,0.84,1,0,2,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"192",192,19.15,0.09,0.72,3,5,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"193",193,11.87,0,0.01,7,7,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"194",194,54.84,0.52,0.97,2,10,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"195",195,15.14,0.13,0,5,9,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"196",196,44.71,0.06,1,3,11,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"197",197,78.09,0.96,1,10,12,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"198",198,29.67,0,0.55,3,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"199",199,50.31,0.96,0.9,6,0,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"200",200,18.62,0.21,0,6,5,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"201",201,52,0.75,0.94,6,12,5,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"202",202,69.95,1,0.87,10,11,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"203",203,7.84,0,0.08,8,6,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"204",204,10.71,0,0.2,6,0,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"205",205,0,0.88,0,0,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"206",206,23.99,0.75,0.07,8,9,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"207",207,21.97,1,0.04,7,5,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"208",208,0,0.13,0,4,12,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"209",209,6.52,0.5,0,2,4,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"210",210,0,0,0.15,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"211",211,45.68,0,1,0,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"212",212,35.14,0,1,5,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"213",213,36.9,0.6,0.07,0,5,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"214",214,67.12,0.98,1,6,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"215",215,8.18,0,0.58,2,5,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"216",216,59.35,0,0.79,4,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"217",217,47.61,1,0.06,9,3,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"218",218,30.99,0,0.04,0,2,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"219",219,42.28,0.31,0.21,3,10,6,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"220",220,61.78,0.89,0.92,5,11,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"221",221,0,0,0.36,0,4,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"222",222,17.14,0,1,2,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"223",223,14.24,0.53,0,4,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"224",224,14.38,0,0.98,5,9,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"225",225,14.37,0.11,0.09,5,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"226",226,59.14,0.98,1,4,11,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"227",227,26.15,0,1,7,11,5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"228",228,53.28,0.74,0.84,10,7,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"229",229,36.82,0.91,0,10,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"230",230,0,0,0.16,2,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"231",231,37.35,0.79,0.66,5,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"232",232,15.1,0,0.09,6,11,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"233",233,27.14,0.44,0.46,6,11,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"234",234,60.49,0,0,0,0,5,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"235",235,63.28,0.82,1,3,11,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"236",236,68.43,0.9,0.98,6,12,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"237",237,36.25,0.7,0.34,5,11,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"238",238,16.62,0.01,0,9,8,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"239",239,25.57,1,0.12,4,9,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
