,student.label,game.score,percent.training.sessions.attended,overall.fitness.score,X..extra.strategy.sessions.attended,hours.of.sleep.the.night.before.game,X..meals.on.day.prior.to.game,east coast,west coast,evening,morning,noon,early bird,night owl,baseball,basketball,curling,football,frisbee,gymnastics,martial arts,table tennis,frosh,junior,senior,sophomore
20,20,46.7,0.41,0.57,4,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
21,21,36.72,0.17,0.22,8,11,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
22,22,53.33,0.97,0.75,8,10,6,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23,23,30.5,0.18,0.66,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
24,24,27,0.78,0.26,6,1,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
25,25,64.8,0.95,0.73,9,10,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
26,26,12.36,0.05,0.41,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,27,59.75,0.6,0.51,9,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
28,28,45.25,0.71,0.84,6,8,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
29,29,41.55,0.59,0.54,8,11,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
30,30,31.82,0.11,0.11,7,9,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
31,31,67.7,0.96,0.97,6,10,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
32,32,47.93,0.97,0.4,10,7,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
33,33,47.37,0.82,0.58,6,7,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
34,34,49.5,0.95,0.63,7,2,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
35,35,22.2,0.01,0.3,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
36,36,60.65,0.89,0.77,8,11,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
37,37,57.48,0.91,0.27,10,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
38,38,36.25,0.51,0.29,6,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
39,39,65.32,0.77,0.87,10,11,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40,40,26.54,0.11,0.28,1,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
41,41,41.72,0.89,0.73,3,5,6,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
42,42,48.61,0.88,0.39,7,2,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
43,43,47.92,0.58,0.68,3,4,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
44,44,30.7,0.26,0.54,1,2,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
45,45,29.02,0.19,0.36,5,7,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
46,46,74.8,0.94,0.94,9,10,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
47,47,22.51,0.41,0.1,5,5,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
48,48,0,0.18,0.19,6,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
49,49,28.15,0.27,0.86,1,11,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
50,50,20.9,0.1,0.05,2,2,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
51,51,19.07,0.09,0.09,5,5,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
52,52,52.44,0.87,0.74,6,2,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
53,53,26.82,0.27,0.12,3,10,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
54,54,43.86,0.95,0.33,10,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
55,55,51.01,0.81,0.72,5,7,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
56,56,23.46,0.79,0.18,5,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
57,57,21.54,0.2,0.72,0,2,6,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
58,58,21.91,0.16,0.01,7,4,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
59,59,42.49,0.78,0.76,5,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
60,60,44.49,0.76,0.51,7,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
61,61,44.37,0.35,0.79,1,7,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
62,62,42.7,0.3,0.72,4,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
63,63,29.64,0.44,0.74,6,11,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
64,64,58.89,0.72,0.72,9,11,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
65,65,42.88,0.85,0.57,4,3,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
66,66,36,0.03,0.11,6,7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
67,67,30.57,0.36,0.27,2,3,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
68,68,34.85,0.76,0.35,6,10,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
69,69,49.92,0.84,0.66,8,9,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
70,70,25.71,0.42,0,8,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
71,71,35.39,0.53,0.15,9,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
72,72,8.5,0.29,0.49,4,3,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
73,73,14.41,0.48,0.49,5,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
74,74,31.88,0.95,0.43,9,10,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
75,75,4.95,0.68,0.27,2,0,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
76,76,15.73,0.78,0.14,5,0,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
77,77,52.65,0.77,0.34,10,9,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
78,78,4.92,0.45,0.57,2,3,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
79,79,7,0.05,0.2,1,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
80,80,19.69,0.51,0.49,7,8,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
81,81,53.41,0.95,0.84,9,2,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
82,82,51.6,0.8,0.72,4,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
83,83,55.21,0.98,0.77,7,4,6,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
84,84,44.13,0.77,0.77,3,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
85,85,57.14,0.86,0.71,9,11,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
86,86,49.62,0.85,0.24,10,11,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
87,87,41.31,0.69,0.48,8,7,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
88,88,0,0.02,0.27,1,3,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
89,89,36.87,0.46,0.71,5,7,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
90,90,75.21,0.78,0.98,8,11,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
91,91,43.3,0.75,0.36,8,6,6,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
92,92,80.92,0.84,1,4,12,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
93,93,69.13,0.03,0.02,0,1,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
94,94,42.06,0.84,0.52,6,3,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
95,95,26.32,0.51,0.63,5,10,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
96,96,40.54,0.45,0.51,7,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
97,97,52.01,0.93,0.46,6,2,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
98,98,49.1,0.62,0.77,5,10,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
99,99,42.1,0.33,0.87,8,12,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
100,100,54.74,0.94,0.51,9,8,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
101,101,28.96,0.58,0.14,9,4,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
102,102,47.44,0.69,0.53,8,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
103,103,27.56,0.75,0.49,5,3,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
104,104,30.99,0.43,0.5,9,9,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
105,105,0,0.28,0.37,1,3,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
106,106,20.03,0.46,0.35,3,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
107,107,0,0.24,0.8,3,10,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
108,108,59.71,0.92,0.83,8,10,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
109,109,0,0.23,0.44,2,4,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
110,110,0,0.06,0.01,5,2,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
111,111,42.48,0.36,0.5,6,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
112,112,21.45,0.11,0.28,3,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
113,113,50.16,0.96,0.31,9,8,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
114,114,39.46,0.24,0.39,4,5,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
115,115,20.05,0.11,0.2,1,5,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
116,116,9.7,0.13,0.14,4,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
117,117,25.65,0.11,0.2,2,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
118,118,55,0.14,1,0,8,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
119,119,52.43,0.84,0.5,6,4,5,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
120,120,28.24,0.07,0.59,0,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
121,121,24.88,0.43,0.74,4,7,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
122,122,33.89,0.48,0.56,3,3,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
123,123,36.15,0.11,0.82,1,2,5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
124,124,42.67,0.8,0.08,7,5,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
125,125,45.87,0.66,0.63,2,8,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
126,126,63.89,0.7,0.97,5,10,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
127,127,49.07,0.23,0.14,6,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
128,128,31.55,0.31,0.48,2,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
129,129,91.81,1,0.99,9,12,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
130,130,36.16,0.11,0.48,1,2,6,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
131,131,26.09,0.11,0.61,4,9,3,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
132,132,56.86,0.85,0.59,9,5,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
133,133,65.48,0.78,0.99,4,10,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
134,134,35.82,0.09,0.19,2,7,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
135,135,47.7,0.81,0.34,10,8,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
136,136,20.92,0.14,0.8,0,8,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
137,137,54.33,0.93,0.87,7,10,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
138,138,69.03,0.93,0.7,9,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
139,139,35.33,0.32,0.04,6,9,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
140,140,47.73,0.85,0.09,9,9,6,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
141,141,8.17,0.05,0.46,0,6,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
142,142,17.17,0.07,0.03,6,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
143,143,44.22,0.91,0.09,9,6,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
144,144,76.42,0.97,0.89,10,9,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
145,145,35.03,0.35,0.32,5,10,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
146,146,50.9,0.4,0.67,5,5,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
147,147,39.88,0.45,0.96,2,10,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
148,148,32.67,0.05,0.03,3,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
149,149,15.37,0.14,0.53,3,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
150,150,39.67,0.35,0.54,3,10,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
151,151,44.82,0.65,0.85,5,9,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
152,152,0,0.4,0.02,4,1,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
153,153,11.47,0.09,0.11,2,4,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
154,154,18.12,0.33,0.09,4,2,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
155,155,22.32,0.51,0.56,7,9,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
156,156,43.68,0.91,0.08,10,9,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
157,157,0,0.21,0.33,3,7,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
158,158,20.92,0.11,0.21,1,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
159,159,44.39,0.7,0.54,4,2,6,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
160,160,13.2,0.6,0.59,4,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
161,161,34.2,0.3,0.56,7,3,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
162,162,55.38,0.85,0.29,10,9,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
163,163,50.34,0.78,0.54,5,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
164,164,23.92,0.39,0.49,5,9,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
165,165,16.17,0.5,0.09,4,0,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
166,166,50.22,0.61,0.54,8,9,3,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
167,167,13.78,0.24,0.35,4,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
168,168,22.82,0.08,0.19,4,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
169,169,19.99,0.15,0.25,3,5,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
170,170,47.43,0.78,0.86,7,11,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
171,171,23.71,0.34,0.24,5,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
172,172,30.28,0.24,0.9,1,8,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
173,173,27.31,0.57,0.52,6,6,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
174,174,22.6,0.25,0.91,1,11,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
175,175,11.06,0.46,0.11,6,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
176,176,49.99,0.92,0.73,4,9,5,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
177,177,17.72,0.4,0.42,3,3,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
178,178,31.9,0.37,0.77,2,9,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
179,179,15.53,0.01,0.37,0,6,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
180,180,68.71,0.92,0.96,2,8,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
181,181,0,0.09,0.14,4,8,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
182,182,35.04,0.75,0.69,6,7,6,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
183,183,38.25,0.49,0.87,6,7,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
184,184,26.12,0.59,0.15,9,10,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
185,185,42.62,0.68,0.4,8,9,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
186,186,0,0.18,0.09,5,4,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
187,187,5.12,0.02,0.72,1,3,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
188,188,11.46,0.72,0.05,7,1,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
189,189,6.67,0.26,0.03,4,3,5,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
190,190,40.19,0.86,0.78,6,9,6,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
191,191,42.75,0.73,0.84,1,2,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
192,192,28.65,0.39,0.96,0,7,6,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
193,193,22.22,0.58,0.47,7,5,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
194,194,43.68,0.4,0.79,5,8,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
195,195,23.65,0.57,0.47,2,7,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
196,196,50.81,0.51,0.96,4,11,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
197,197,41.96,0.61,0.9,7,12,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
198,198,27.68,0.11,0.3,2,5,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
199,199,22.9,0.72,0.08,6,0,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
200,200,17.08,0.13,0.14,4,5,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
201,201,73.12,0.92,0.96,8,12,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
202,202,65.97,0.88,0.62,9,8,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
203,203,42.18,0.72,0.19,8,1,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
204,204,61.84,0.82,0.87,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
205,205,27.53,0.13,0.22,5,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
206,206,57.18,0.93,0.14,8,5,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
207,207,45.57,0.75,0.03,9,7,6,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
208,208,16,0.24,0.2,4,10,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
209,209,35.05,0.5,0.51,2,2,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
210,210,21.37,0.28,0.17,5,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
211,211,55.65,0.71,0.98,1,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
212,212,27.58,0.25,0.64,4,3,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
213,213,0,0.07,0.16,2,8,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
214,214,0,0.41,0.08,4,1,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
215,215,35.23,0.18,0.89,1,7,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
216,216,27.45,0.4,0.48,6,5,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
217,217,16.37,0.55,0.06,6,1,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
218,218,0,0.26,0.29,2,1,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
219,219,1.9,0.26,0.17,4,10,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
220,220,43.94,0.71,0.48,8,10,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
221,221,5.08,0.12,0.09,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
222,222,30.67,0.39,0.17,5,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
223,223,27.93,0.18,0.03,6,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
224,224,34.02,0.15,0.73,3,11,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
225,225,44.11,0.23,0.75,4,5,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
226,226,66.12,0.91,0.85,7,8,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
227,227,63.27,0.79,0.88,7,12,5,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
228,228,66.07,0.79,0.91,7,11,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
